Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year
2003,Nas,I Can,12,2003-02-26
2003,Nickelback,Someday,12,2003-08-20
2003,50 Cent,Wanksta,13,2003-01-01
2003,G Unit,Stunt 101,13,2003-10-29
2003,Mya,My Love Is Like... Wo,13,2003-06-25
2003,Puddle of Mudd,She Hates Me,13,2003-01-01
2003,R. Kelly,Thoia Thoing,13,2003-07-16
2003,Sean Paul,Like Glue,13,2003-06-04
2003,Bow Wow Featuring Baby,Let's Get Down,14,2003-07-02
2003,Eminem,Sing For The Moment,14,2003-04-02
2003,Young Gunz,"""Can't Stop, Won't Stop""",14,2003-08-06
2003,Daniel Bedingfield,If You're Not The One,15,2003-04-02
2003,Eminem,Superman,15,2003-01-29
2003,Jason Mraz,The Remedy (I Won't Worry),15,2003-04-30
2003,Michelle Branch,Are You Happy Now?,16,2003-05-28
2003,R. Kelly Featuring Big Tigger,Snake,16,2003-04-23
2003,Trapt,Headstrong,16,2003-04-02
2003,Alan Jackson & Jimmy Buffett,It's Five O'Clock Somewhere,17,2003-06-25
2003,Ginuwine Featuring Baby,Hell Yeah,17,2003-02-19
2003,Lil' Kim Featuring Mr. Cheeks,The Jump Off,17,2003-02-05
2003,Murphy Lee Featuring Jermaine Dupri,Wat Da Hook Gon Be,17,2003-10-08
2003,Field Mob,Sick Of Being Lonely,18,2003-01-01
2003,John Mayer,Your Body Is A Wonderland,18,2003-01-01
2003,Maroon 5,Harder To Breathe,18,2003-08-20
2003,Sean Paul,Gimme The Light,18,2003-01-01
2003,2Pac,Thugz Mansion,19,2003-01-01
2003,Avant,Read Your Mind,19,2003-10-01
2003,Frankie J,Don't Wanna Try,19,2003-04-09
2003,Train,Calling All Angels,19,2003-05-21
2003,Tupac Featuring The Notorious B.I.G.,Runnin (Dying To Live),19,2003-10-15
2004,Ciara Featuring Petey Pablo,Goodies,1,2004-06-23
2004,Fantasia,I Believe,1,2004-07-07
2004,Juvenile Featuring Soulja Slim,Slow Motion,1,2004-04-28
2004,Mario,Let Me Love You,1,2004-10-20
2004,OutKast,Hey Ya!,1,2004-01-07
2004,OutKast Featuring Sleepy Brown,The Way You Move,1,2004-01-07
2004,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,1,2004-09-29
2004,Terror Squad,Lean Back,1,2004-06-23
2004,Twista Featuring Kanye West & Jamie Foxx,Slow Jamz,1,2004-01-07
2004,Usher,Burn,1,2004-03-10
2004,Usher,Confessions Part II,1,2004-04-28
2004,Usher And Alicia Keys,My Boo,1,2004-09-08
2004,Usher Featuring Lil Jon & Ludacris,Yeah!,1,2004-01-07
2004,Chingy Featuring J. Weav,One Call Away,2,2004-01-28
2004,Hoobastank,The Reason,2,2004-03-17
2004,J-Kwon,Tipsy,2,2004-01-14
2004,Lil' Flip Featuring Lea,Sunshine,2,2004-06-16
2004,Mario Winans Featuring Enya & P. Diddy,I Don't Wanna Know,2,2004-02-18
2004,Alicia Keys,You Don't Know My Name,3,2004-01-07
2004,Beyonce,Naughty Girl,3,2004-03-24
2004,Ciara Featuring Missy Elliott,"""1, 2 Step""",3,2004-10-27
2004,Destiny's Child,Lose My Breath,3,2004-09-22
2004,Kelis,Milkshake,3,2004-01-07
2004,Nelly Featuring Tim McGraw,Over And Over,3,2004-10-13
2004,Alicia Keys,If I Ain't Got You,4,2004-03-03
2004,Beyonce,"""Me, Myself And I""",4,2004-01-07
2004,Cassidy Featuring R. Kelly,Hotel,4,2004-01-07
2004,Clay Aiken,Solitaire,4,2004-03-31
2004,Destiny's Child Featuring T.I. & Lil Wayne,Soldier,4,2004-11-24
2004,Kevin Lyttle Featuring Spragga Benz,Turn Me On,4,2004-05-19
2004,Nelly Featuring Jaheim,My Place,4,2004-07-21
2004,Nina Sky Featuring Jabba,Move Ya Body,4,2004-04-28
2004,Ashlee Simpson,Pieces Of Me,5,2004-06-30
2004,Christina Milian,Dip It Low,5,2004-04-21
2004,Ja Rule Featuring R. Kelly & Ashanti,Wonderful,5,2004-10-13
2004,Jay-Z,Dirt Off Your Shoulder,5,2004-01-21
2004,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,5,2004-11-24
2004,Ludacris Featuring Shawnna,Stand Up,5,2004-01-07
2004,Maroon 5,She Will Be Loved,5,2004-07-21
2004,Maroon 5,This Love,5,2004-02-11
2004,D12,My Band,6,2004-03-17
2004,Eminem,Just Lose It,6,2004-10-06
2004,Jagged Edge,Walked Outta Heaven,6,2004-01-07
2004,Kelly Clarkson,Breakaway,6,2004-08-25
2004,Ludacris,Splash Waterfalls,6,2004-01-07
2004,Twista,Overnight Celebrity,6,2004-03-24
2004,3 Doors Down,Here Without You,7,2004-01-07
2004,Baby Bash Featuring Frankie J,Suga Suga,7,2004-01-07
2004,Evanescence,My Immortal,7,2004-01-07
2004,Kanye West Featuring Syleena Johnson,All Falls Down,7,2004-03-10
2004,Nickelback,Someday,7,2004-01-07
2004,Petey Pablo,Freek-A-Leek,7,2004-01-07
2004,Trick Daddy Featuring Lil Jon & Twista,Let's Go,7,2004-09-15
2004,Akon Featuring Styles P.,Locked Up,8,2004-06-09
2004,Alicia Keys Featuring Tony! Toni! Tone!,Diary,8,2004-06-16
2004,Lloyd Banks,On Fire,8,2004-05-12
2004,Avril Lavigne,My Happy Ending,9,2004-07-28
2004,Britney Spears,Toxic,9,2004-01-28
2004,OutKast,Roses,9,2004-03-10
2004,Ruben Studdard,Sorry 2004,9,2004-01-07
2004,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Salt Shaker,9,2004-01-07
2004,Fabolous,Breathe,10,2004-09-15
2004,Gavin DeGraw,I Don't Want To Be,10,2004-10-20
2004,No Doubt,It's My Life,10,2004-01-07
2004,"""Houston Featuring Chingy, Nate Dogg & I-20""",I Like That,11,2004-06-16
2004,50 Cent,Disco Inferno,11,2004-12-08
2004,Jadakiss Featuring Anthony Hamilton,Why?,11,2004-07-14
2004,Kanye West,Jesus Walks,11,2004-05-05
2004,Linkin Park,Numb,11,2004-01-07
2004,"""N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato""",Oye Mi Canto,12,2004-08-25
2004,JoJo,Leave (Get Out),12,2004-04-07
2004,Avant,Read Your Mind,13,2004-01-07
2004,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,13,2004-01-07
2004,Ludacris,Get Back,13,2004-11-17
2004,Ashanti,Only U,14,2004-11-17
2004,Beyonce Featuring Sean Paul,Baby Boy,14,2004-01-07
2004,Diana DeGarmo,Dreams,14,2004-07-14
2004,Jessica Simpson,With You,14,2004-01-07
2004,Lil Wayne,Go D.J.,14,2004-09-29
2004,Sean Paul Featuring Sasha,I'm Still In Love With You,14,2004-01-07
2004,Sheryl Crow,The First Cut Is The Deepest,14,2004-01-07
2004,Britney Spears,Everytime,15,2004-05-19
2004,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,15,2004-01-07
2004,G-Unit Featuring Joe,Wanna Get To Know You,15,2004-02-11
2004,Kanye West,Through The Wire,15,2004-01-07
2004,Lil' Flip,Game Over (Flip),15,2004-03-10
2004,Ryan Cabrera,On The Way Down,15,2004-07-28
2004,YoungBloodZ Featuring Lil Jon,Damn!,15,2004-01-07
2004,Eamon,F**k It (I Don't Want You Back),16,2004-01-07
2004,Finger Eleven,One Thing,16,2004-07-21
2004,LL Cool J,Headsprung,16,2004-07-07
2004,Los Lonely Boys,Heaven,16,2004-05-12
2004,The Game Featuring 50 Cent,How We Do,16,2004-11-24
2004,Jay-Z,Change Clothes,17,2004-01-07
2004,Switchfoot,Dare You To Move,17,2004-09-29
2004,Young Buck,Shorty Wanna Ride,17,2004-10-13
2004,Dido,White Flag,18,2004-01-07
2004,Green Day,Boulevard Of Broken Dreams,18,2004-11-24
2004,Switchfoot,Meant To Live,18,2004-03-31
2004,Anthony Hamilton,Charlene,19,2004-09-01
2005,50 Cent Featuring Olivia,Candy Shop,1,2005-02-02
2005,Carrie Underwood,Inside Your Heaven,1,2005-06-29
2005,Chris Brown,Run It!,1,2005-08-24
2005,Gwen Stefani,Hollaback Girl,1,2005-03-30
2005,Kanye West Featuring Jamie Foxx,Gold Digger,1,2005-07-27
2005,Mariah Carey,Don't Forget About Us,1,2005-10-19
2005,Mariah Carey,We Belong Together,1,2005-04-13
2005,Mario,Let Me Love You,1,2005-01-05
2005,Bo Bice,Inside Your Heaven,2,2005-07-06
2005,Ciara Featuring Ludacris,Oh,2,2005-03-23
2005,Ciara Featuring Missy Elliott,"""1, 2 Step""",2,2005-01-05
2005,D4L,Laffy Taffy,2,2005-09-28
2005,Green Day,Boulevard Of Broken Dreams,2,2005-01-05
2005,Kelly Clarkson,Since U Been Gone,2,2005-01-05
2005,Mariah Carey,Shake It Off,2,2005-07-27
2005,Nickelback,Photograph,2,2005-09-07
2005,Rihanna,Pon de Replay,2,2005-06-08
2005,The Game Featuring 50 Cent,Hate It Or Love It,2,2005-02-09
2005,The Pussycat Dolls Featuring Busta Rhymes,Don't Cha,2,2005-05-04
2005,"""Nelly Featuring Paul Wall, Ali & Gipp""",Grillz,3,2005-11-16
2005,50 Cent,Disco Inferno,3,2005-01-05
2005,50 Cent,Just A Lil Bit,3,2005-03-23
2005,Bow Wow Featuring Ciara,Like You,3,2005-08-03
2005,Destiny's Child Featuring T.I. & Lil Wayne,Soldier,3,2005-01-05
2005,Frankie J Featuring Baby Bash,Obsession (No Es Amor),3,2005-01-26
2005,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,3,2005-01-05
2005,Missy Elliott Featuring Ciara & Fat Man Scoop,Lose Control,3,2005-05-18
2005,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3,2005-01-05
2005,The Black Eyed Peas,Don't Phunk With My Heart,3,2005-04-20
2005,The Black Eyed Peas,My Humps,3,2005-08-17
2005,Akon,Lonely,4,2005-02-23
2005,Bow Wow Featuring Omarion,Let Me Hold You,4,2005-05-25
2005,The Game Featuring 50 Cent,How We Do,4,2005-01-05
2005,Young Jeezy Featuring Akon,Soul Survivor,4,2005-08-31
2005,Lifehouse,You And Me,5,2005-02-09
2005,The Pussycat Dolls,Stickwitu,5,2005-10-19
2005,50 Cent Feat. Mobb Deep,Outta Control (Remix),6,2005-07-20
2005,Green Day,Wake Me Up When September Ends,6,2005-08-03
2005,Kelly Clarkson,Behind These Hazel Eyes,6,2005-04-20
2005,Rob Thomas,Lonely No More,6,2005-02-16
2005,Sean Paul,We Be Burnin',6,2005-09-14
2005,Usher And Alicia Keys,My Boo,6,2005-01-05
2005,David Banner,Play,7,2005-07-20
2005,Gwen Stefani Featuring Eve,Rich Girl,7,2005-01-05
2005,Kelly Clarkson,Because Of You,7,2005-08-31
2005,Madonna,Hung Up,7,2005-11-02
2005,Nelly Featuring Tim McGraw,Over And Over,7,2005-01-05
2005,Pretty Ricky,Grind With Me,7,2005-04-13
2005,Will Smith,Switch,7,2005-03-02
2005,Amerie,1 Thing,8,2005-02-09
2005,Beyonce Featuring Slim Thug,Check On It,8,2005-11-16
2005,Bobby Valentino,Slow Down,8,2005-03-02
2005,Coldplay,Speed Of Sound,8,2005-05-04
2005,D.H.T.,Listen To Your Heart,8,2005-06-01
2005,Eminem,When I'm Gone,8,2005-11-23
2005,Fall Out Boy,"""Sugar, We're Goin' Down""",8,2005-06-29
2005,Ja Rule Featuring R. Kelly & Ashanti,Wonderful,8,2005-01-05
2005,T-Pain,I'm Sprung,8,2005-08-24
2005,Usher,Caught Up,8,2005-01-05
2005,Fat Joe Featuring Nelly,Get It Poppin',9,2005-06-01
2005,Ludacris Featuring Bobby Valentino,Pimpin' All Over The World,9,2005-06-08
2005,T.I.,Bring Em Out,9,2005-01-05
2005,Destiny's Child,Lose My Breath,10,2005-01-05
2005,Gavin DeGraw,I Don't Want To Be,10,2005-01-05
2005,Juelz Santana,There It Go! (The Whistle Song),10,2005-10-12
2005,Kelly Clarkson,Breakaway,10,2005-01-05
2005,The Killers,Mr. Brightside,10,2005-02-09
2005,Weezer,Beverly Hills,10,2005-04-13
2005,Eminem,Mockingbird,11,2005-01-05
2005,The Click Five,Just The Girl,11,2005-07-27
2005,Jennifer Lopez,Get Right,12,2005-01-19
2005,Pretty Ricky,Your Body,12,2005-08-03
2005,Ray J,One Wish,12,2005-10-05
2005,Ashanti,Only U,13,2005-01-05
2005,Backstreet Boys,Incomplete,13,2005-04-20
2005,Gwen Stefani,Cool,13,2005-07-13
2005,Ludacris,Get Back,13,2005-01-05
2005,Natalie,Goin' Crazy,13,2005-02-09
2005,Three 6 Mafia Featuring Young Buck & Eightball & MJG,Stay Fly,13,2005-09-21
2005,3 Doors Down,Let Me Go,14,2005-02-02
2005,Destiny's Child,Cater 2 U,14,2005-04-27
2005,Gorillaz,Feel Good Inc,14,2005-05-25
2005,Jessica Simpson,These Boots Are Made For Walkin',14,2005-07-13
2005,The Black Eyed Peas,Don't Lie,14,2005-08-10
2005,Trillville Featuring Cutty,Some Cut,14,2005-01-05
2005,Twista Featuring Trey Songz,Girl Tonite,14,2005-09-07
2005,"""Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow""",I Think They Like Me,15,2005-09-21
2005,Papa Roach,Scars,15,2005-02-09
2005,Ying Yang Twins,Wait (The Whisper Song),15,2005-02-23
2005,Dave Matthews Band,American Baby,16,2005-05-11
2005,Jesse McCartney,Beautiful Soul,16,2005-01-05
2005,Mariah Carey,It's Like That,16,2005-01-26
2005,Lloyd Banks Featuring Avant,Karma,17,2005-01-05
2005,Maroon 5,She Will Be Loved,17,2005-01-05
2005,Natasha Bedingfield,These Words,17,2005-06-29
2005,Trick Daddy Featuring Lil Jon & Twista,Let's Go,17,2005-01-05
2005,Trina Featuring Kelly Rowland,Here We Go,17,2005-10-05
2005,Foo Fighters,Best Of You,18,2005-05-11
2005,Ryan Cabrera,True,18,2005-01-05
2005,Ashlee Simpson,Boyfriend,19,2005-09-21
2006,"""Nelly Featuring Paul Wall, Ali & Gipp""",Grillz,1,2006-01-04
2006,Akon Featuring Snoop Dogg,I Wanna Love You,1,2006-10-11
2006,Beyonce,Irreplaceable,1,2006-11-01
2006,Beyonce Featuring Slim Thug,Check On It,1,2006-01-04
2006,Chamillionaire Featuring Krayzie Bone,Ridin',1,2006-03-01
2006,D4L,Laffy Taffy,1,2006-01-04
2006,Daniel Powter,Bad Day,1,2006-02-22
2006,Fergie,London Bridge,1,2006-08-02
2006,James Blunt,You're Beautiful,1,2006-01-04
2006,Justin Timberlake,SexyBack,1,2006-07-19
2006,Justin Timberlake Featuring T.I.,My Love,1,2006-09-20
2006,Ludacris Featuring Pharrell,Money Maker,1,2006-08-23
2006,Mariah Carey,Don't Forget About Us,1,2006-01-04
2006,Ne-Yo,So Sick,1,2006-01-04
2006,Nelly Furtado Featuring Timbaland,Promiscuous,1,2006-05-17
2006,Rihanna,SOS,1,2006-02-22
2006,Sean Paul,Temperature,1,2006-01-18
2006,Shakira Featuring Wyclef Jean,Hips Don't Lie,1,2006-03-29
2006,Taylor Hicks,Do I Make You Proud,1,2006-06-28
2006,Akon Featuring Eminem,Smack That,2,2006-10-04
2006,Chris Brown,Run It!,2,2006-01-04
2006,Gnarls Barkley,Crazy,2,2006-05-17
2006,Cassie,Me & U,3,2006-04-26
2006,Fergie,Fergalicious,3,2006-10-04
2006,Hinder,Lips Of An Angel,3,2006-07-26
2006,JoJo,Too Little Too Late,3,2006-08-30
2006,Mary J. Blige,Be Without You,3,2006-01-04
2006,Nickelback,Photograph,3,2006-01-04
2006,Sean Paul Feat. Keyshia Cole,(When You Gonna) Give It Up To Me,3,2006-06-07
2006,T.I.,What You Know,3,2006-03-15
2006,The Fray,How To Save A Life,3,2006-04-12
2006,The Pussycat Dolls Featuring Snoop Dogg,Buttons,3,2006-05-24
2006,Yung Joc,It's Goin' Down,3,2006-04-12
2006,"""Zac Efron, Andrew Seeley & Vanessa Anne Hudgens""",Breaking Free,4,2006-02-01
2006,Beyonce Featuring Jay Z,Deja Vu,4,2006-06-28
2006,Fort Minor Featuring Holly Brook,Where'd You Go,4,2006-04-19
2006,Kanye West Featuring Jamie Foxx,Gold Digger,4,2006-01-04
2006,LL Cool J Featuring Jennifer Lopez,Control Myself,4,2006-03-08
2006,Natasha Bedingfield,Unwritten,5,2006-01-04
2006,Snow Patrol,Chasing Cars,5,2006-05-31
2006,T-Pain Featuring Mike Jones,I'm N Luv (Wit A Stripper),5,2006-01-04
2006,The Pussycat Dolls,Stickwitu,5,2006-01-04
2006,Christina Aguilera,Ain't No Other Man,6,2006-06-21
2006,Eminem Featuring Nate Dogg,Shake That,6,2006-01-04
2006,Gwen Stefani,Wind It Up,6,2006-11-15
2006,Juelz Santana,There It Go! (The Whistle Song),6,2006-01-04
2006,Nelly Furtado,Say It Right,6,2006-11-22
2006,Nick Lachey,What's Left Of Me,6,2006-03-08
2006,Rascal Flatts,What Hurts The Most,6,2006-02-15
2006,Red Hot Chili Peppers,Dani California,6,2006-04-19
2006,Rihanna,Unfaithful,6,2006-05-10
2006,The Black Eyed Peas,My Humps,6,2006-01-04
2006,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,Ms. New Booty,7,2006-02-01
2006,Chris Brown,Yo (Excuse Me Miss),7,2006-01-04
2006,Ciara Featuring Chamillionaire,Get Up,7,2006-08-09
2006,Dem Franchize Boyz Featuring Lil Peanut & Charlay,"""Lean Wit It, Rock Wit It""",7,2006-01-18
2006,Jibbs,Chain Hang Low,7,2006-08-16
2006,Jim Jones,We Fly High,7,2006-10-18
2006,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,Snap Yo Fingers,7,2006-04-05
2006,Ne-Yo,Sexy Love,7,2006-06-21
2006,Panic! At The Disco,I Write Sins Not Tragedies,7,2006-03-15
2006,Rascal Flatts,Life Is A Highway,7,2006-06-14
2006,Danity Kane,Show Stopper,8,2006-08-30
2006,Jamie Foxx Featuring Ludacris,Unpredictable,8,2006-01-04
2006,Jay-Z,Show Me What You Got,8,2006-10-18
2006,Nickelback,Far Away,8,2006-08-02
2006,The Fray,Over My Head (Cable Car),8,2006-02-22
2006,"""Weird Al"" Yankovic",White & Nerdy,9,2006-10-11
2006,Bow Wow Featuring Chris Brown & Johnta Austin,Shortie Like Mine,9,2006-10-18
2006,Chingy Featuring Tyrese,Pullin' Me Back,9,2006-06-28
2006,Diddy Featuring Nicole Scherzinger,Come To Me,9,2006-09-13
2006,Fall Out Boy,"""Dance, Dance""",9,2006-01-04
2006,The All-American Rejects,Dirty Little Secret,9,2006-01-04
2006,Cascada,Everytime We Touch,10,2006-01-04
2006,Chris Brown,Say Goodbye,10,2006-08-23
2006,Evanescence,Call Me When You're Sober,10,2006-08-30
2006,Field Mob Featuring Ciara,So What,10,2006-04-19
2006,Young Dro Featuring T.I.,Shoulder Lean,10,2006-06-14
2006,Beyonce,Ring The Alarm,11,2006-09-20
2006,Ciara,Promise,11,2006-11-22
2006,Kelly Clarkson,Because Of You,11,2006-01-04
2006,Ray J,One Wish,11,2006-01-04
2006,The All-American Rejects,It Ends Tonight,11,2006-10-11
2006,"""Eminem, 50 Cent, Lloyd Banks & Ca$his""",You Don't Know,12,2006-12-20
2006,Ashley Parker Angel,Let U Go,12,2006-04-26
2006,Cherish Featuring Sean Paul Of The YoungBloodZ,Do It To It,12,2006-05-17
2006,Katharine McPhee,Somewhere Over The Rainbow,12,2006-07-12
2006,Kelly Clarkson,Walk Away,12,2006-01-18
2006,E-40 Featuring T-Pain & Kandi Girl,U And Dat,13,2006-05-24
2006,Fall Out Boy,"""Sugar, We're Goin' Down""",13,2006-01-04
2006,My Chemical Romance,Welcome To The Black Parade,13,2006-09-27
2006,P!nk,Stupid Girls,13,2006-02-22
2006,The Pussycat Dolls Featuring will.i.am,Beep,13,2006-02-01
2006,Unk,Walk It Out,13,2006-09-20
2006,Jessica Simpson,A Public Affair,14,2006-07-12
2006,The Killers,When You Were Young,14,2006-08-23
2006,Young Jeezy,I Luv It,14,2006-11-29
2006,Young Jeezy Featuring Akon,Soul Survivor,14,2006-01-04
2006,Chris Brown Featuring Lil Wayne,Gimme That,15,2006-04-19
2006,Ne-Yo,When You're Mad,15,2006-03-15
2007,Akon,Don't Matter,1,2007-01-31
2007,Alicia Keys,No One,1,2007-09-19
2007,Avril Lavigne,Girlfriend,1,2007-03-14
2007,Beyonce,Irreplaceable,1,2007-01-03
2007,Chris Brown Featuring T-Pain,Kiss Kiss,1,2007-09-26
2007,Fergie,Big Girls Don't Cry,1,2007-05-02
2007,Fergie Featuring Ludacris,Glamorous,1,2007-01-24
2007,Justin Timberlake,What Goes Around...Comes Around,1,2007-01-03
2007,Kanye West,Stronger,1,2007-08-08
2007,Maroon 5,Makes Me Wonder,1,2007-04-18
2007,Mims,This Is Why I'm Hot,1,2007-01-31
2007,Nelly Furtado,Say It Right,1,2007-01-03
2007,Plain White T's,Hey There Delilah,1,2007-04-11
2007,Rihanna Featuring Jay-Z,Umbrella,1,2007-04-25
2007,Sean Kingston,Beautiful Girls,1,2007-06-06
2007,Soulja Boy Tell'em,Crank That (Soulja Boy),1,2007-07-25
2007,T-Pain Featuring Yung Joc,Buy U A Drank (Shawty Snappin'),1,2007-03-07
2007,Timbaland Featuring Nelly Furtado & Justin Timberlake,Give It To Me,1,2007-02-21
2007,Akon Featuring Snoop Dogg,I Wanna Love You,2,2007-01-03
2007,Fall Out Boy,"""This Ain't A Scene, It's An Arms Race""",2,2007-01-31
2007,Fergie,Fergalicious,2,2007-01-03
2007,Flo Rida Featuring T-Pain,Low,2,2007-11-07
2007,Gwen Stefani Featuring Akon,The Sweet Escape,2,2007-01-03
2007,Ludacris Featuring Mary J. Blige,Runaway Love,2,2007-01-03
2007,Ne-Yo,Because Of You,2,2007-03-14
2007,Shop Boyz,Party Like A Rockstar,2,2007-05-02
2007,Timbaland Featuring OneRepublic,Apologize,2,2007-04-18
2007,Akon Featuring Eminem,Smack That,3,2007-01-03
2007,Beyonce & Shakira,Beautiful Liar,3,2007-03-28
2007,Britney Spears,Gimme More,3,2007-09-19
2007,Timbaland Featuring Keri Hilson,The Way I Are,3,2007-06-13
2007,Daughtry,It's Not Over,4,2007-01-03
2007,Dixie Chicks,Not Ready To Make Nice,4,2007-02-28
2007,Gym Class Heroes Featuring Patrick Stump,Cupid's Chokehold/Breakfast In America,4,2007-01-17
2007,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,5,2007-08-22
2007,Colbie Caillat,Bubbly,5,2007-05-30
2007,Daughtry,Home,5,2007-03-14
2007,Fergie,Clumsy,5,2007-10-24
2007,J. Holiday,Bed,5,2007-08-01
2007,Jim Jones,We Fly High,5,2007-01-03
2007,Justin Timberlake Featuring T.I.,My Love,5,2007-01-03
2007,T-Pain Featuring Akon,Bartender,5,2007-06-13
2007,The Fray,How To Save A Life,5,2007-01-03
2007,Bone Thugs-N-Harmony Featuring Akon,I Tried,6,2007-04-11
2007,Carrie Underwood,I'll Stand By You,6,2007-05-09
2007,High School Musical 2 Cast,What Time Is It,6,2007-08-01
2007,Huey,"""Pop, Lock & Drop It""",6,2007-03-07
2007,Justin Timberlake,Summer Love,6,2007-04-25
2007,Nickelback,Rockstar,6,2007-01-03
2007,Rich Boy Featuring Polow Da Don,Throw Some D's,6,2007-01-03
2007,Akon,"""Sorry, Blame It On Me""",7,2007-08-01
2007,Baby Bash Featuring T-Pain,Cyclone,7,2007-08-08
2007,Finger Eleven,Paralyzer,7,2007-06-20
2007,Hurricane Chris,A Bay Bay,7,2007-06-20
2007,Kanye West Featuring T-Pain,Good Life,7,2007-09-26
2007,Keyshia Cole Featuring Missy Elliott & Lil Kim,Let It Go,7,2007-07-04
2007,Linkin Park,What I've Done,7,2007-04-18
2007,Rihanna Featuring Ne-Yo,Hate That I Love You,7,2007-09-12
2007,Carrie Underwood,Before He Cheats,8,2007-01-03
2007,Fabolous Featuring Ne-Yo,Make Me Better,8,2007-06-06
2007,Feist,1234,8,2007-09-26
2007,Jordin Sparks,Tattoo,8,2007-10-10
2007,Kelly Clarkson,Never Again,8,2007-05-09
2007,The All-American Rejects,It Ends Tonight,8,2007-01-03
2007,Amy Winehouse,Rehab,9,2007-03-28
2007,Bow Wow Featuring Chris Brown & Johnta Austin,Shortie Like Mine,9,2007-01-03
2007,Hinder,Lips Of An Angel,9,2007-01-03
2007,Lloyd Featuring Lil Wayne,You,9,2007-01-03
2007,My Chemical Romance,Welcome To The Black Parade,9,2007-01-03
2007,P!nk,U + Ur Hand,9,2007-01-10
2007,P!nk,Who Knew,9,2007-04-04
2007,Plies Featuring T-Pain,Shawty,9,2007-06-27
2007,Rihanna & Sean Paul,Break It Off,9,2007-01-03
2007,T.I.,Big Things Poppin' (Do It),9,2007-06-06
2007,Diddy Featuring Keyshia Cole,Last Night,10,2007-01-31
2007,Lil Mama,Lip Gloss,10,2007-06-06
2007,Unk,Walk It Out,10,2007-01-03
2007,Fall Out Boy,Thnks Fr Th Mmrs,11,2007-04-25
2007,Matchbox Twenty,How Far We've Come,11,2007-09-12
2007,Justin Timberlake,SexyBack,12,2007-01-03
2007,Omarion,Ice Box,12,2007-01-03
2007,Pretty Ricky,On The Hotline,12,2007-01-03
2007,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A Flirt,12,2007-02-28
2007,Alicia Keys,Like You'll Never See Me Again,13,2007-11-21
2007,Elliott Yamin,Wait For You,13,2007-04-04
2007,Fat Joe Featuring Lil Wayne,Make It Rain,13,2007-01-03
2007,Tim McGraw,Last Dollar (Fly Away),13,2007-03-14
2007,Ciara,Promise,14,2007-01-03
2007,Corbin Bleu,Push It To The Limit,14,2007-01-31
2007,Hellogoodbye,Here (In Your Arms),14,2007-01-03
2007,John Mayer,Waiting On The World To Change,14,2007-01-03
2007,Ludacris Featuring Pharrell,Money Maker,14,2007-01-03
2007,Plies Featuring Akon,Hypnotized,14,2007-10-10
2007,Robin Thicke,Lost Without U,14,2007-01-03
2007,Sean Kingston,Me Love,14,2007-08-15
2007,Trey Songz,Can't Help But Wait,14,2007-10-03
2007,Gwen Stefani,Wind It Up,15,2007-01-03
2007,Jordin Sparks,This Is My Now,15,2007-06-06
2007,Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,15,2007-10-03
